Product_ID,Supplier,Material_Name,Clean_Search_Name,CAS_Number,Remediation_Status,Canonical_Name,Verified_CAS,PubChem_Link,Price_USD/g,Is_Dilution,Active_Material,Solvent,Active_%,Notes
6LF09041,PerfumersWorld,Freesia Fleuressence from PerfumersWorld,freesia,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
6LC07501,PerfumersWorld,Freesia HDL from PerfumersWorld,freesia hdl,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
6FB07709,PerfumersWorld,Fresh Blackcurrant Leaf from PerfumersWorld,fresh blackcurrant leaf,Mixture (Perfume Base),VERIFIED,,,,0.6200,FALSE,,,,
6LF18323,PerfumersWorld,FRESH BLENDER F-TEC from PerfumersWorld,fresh blender,Mixture (Perfume Base),VERIFIED,,,,0.1200,FALSE,,,,
6LF09429,PerfumersWorld,Fresh Blender Fleuressence from PerfumersWorld,fresh blender,Mixture (Perfume Base),VERIFIED,,,,0.3200,FALSE,,,,
3FG00196,PerfumersWorld,Fructone B from PerfumersWorld,fructone b,6290-17-1,FIXED_FROM_AUDIT,,6290-17-1,https://pubchem.ncbi.nlm.nih.gov/compound/95392,0.1400,FALSE,,,,
6IF18246,PerfumersWorld,FRUITY IONONE F-TEC from PerfumersWorld,fruity ionone,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6JF09428,PerfumersWorld,Fruity Jasmine Fleuressence from PerfumersWorld,fruity jasmine,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
5VE09272,PerfumersWorld,Furaneol 10% in PG from PerfumersWorld,furaneol,3658-77-3|0.1,VERIFIED_MATCH,Furaneol,3658-77-3,https://pubchem.ncbi.nlm.nih.gov/compound/19309,0.2000,TRUE,Furaneol from PerfumersWorld,Propylene Glycol (PG) from PerfumersWorld,10.00,
6GG18012,PerfumersWorld,G-GREEN F-TEC from PerfumersWorld,g-green,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6GG07716,PerfumersWorld,G-Green Fleuressence from PerfumersWorld,g-green,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
7SH00198,PerfumersWorld,Galanga Root Essential Oil from PerfumersWorld,galanga root essential oil,8024-40-6,NATURAL_MIXTURE,,8024-40-6,,2.5000,FALSE,,,,
4XA13770,PerfumersWorld,Galaxolide 100 (Undiluted) from PerfumersWorld,galaxolide 100,1222-05-5,VERIFIED_MATCH,Galaxolide,1222-05-5,https://pubchem.ncbi.nlm.nih.gov/compound/91497,0.1500,FALSE,,,,
3XA00199,PerfumersWorld,Galaxolide 50 DEP from PerfumersWorld,galaxolide 50 dep,1222-05-5,VERIFIED_MATCH,Galaxolide,1222-05-5,https://pubchem.ncbi.nlm.nih.gov/compound/91497,0.1000,FALSE,,,,
3XA10721,PerfumersWorld,Galaxolide 50 DPG from PerfumersWorld,galaxolide 50 dpg,1222-05-5,VERIFIED_MATCH,Galaxolide,1222-05-5,https://pubchem.ncbi.nlm.nih.gov/compound/91497,0.1000,FALSE,,,,
7GQ00200,PerfumersWorld,Galbanum Essential Oil from PerfumersWorld,galbanum essential oil,8023-91-4,NATURAL_MIXTURE,,8023-91-4,,2.6500,FALSE,,,,
7GQ10557,PerfumersWorld,Galbanum Essential Oil 10% in DPG from PerfumersWorld,galbanum essential oil,"8023-91-4|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8023-91-4,,0.3000,TRUE,Galbanum Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6GQ18226,PerfumersWorld,GALBANUM F-TEC from PerfumersWorld,galbanum,Mixture (Perfume Base),VERIFIED,,,,0.5000,FALSE,,,,
6GQ09095,PerfumersWorld,Galbanum Fleuressence from PerfumersWorld,galbanum,Mixture (Perfume Base),VERIFIED,,,,0.4500,FALSE,,,,
2GQ01781,PerfumersWorld,Galbanum Resinoid from PerfumersWorld,galbanum resinoid,9000-24-2,VERIFIED_MATCH,Ferula galbaniflua resin,9000-24-2,https://pubchem.ncbi.nlm.nih.gov/compound/131750174,1.5200,FALSE,,,,
5GQ08833,PerfumersWorld,Galbanum Resinoid 10% in DPG from PerfumersWorld,galbanum resinoid,"9000-24-2|0.1
25265-71-8|0.9",VERIFIED_MATCH,Ferula galbaniflua resin,9000-24-2,https://pubchem.ncbi.nlm.nih.gov/compound/131750174,0.2000,TRUE,Galbanum Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
5GQ18775,PerfumersWorld,Galbanum Resinoid 10% in TEC from PerfumersWorld,galbanum resinoid,"9000-24-2|0.1
77-93-0|0.9",VERIFIED_MATCH,Ferula galbaniflua resin,9000-24-2,https://pubchem.ncbi.nlm.nih.gov/compound/131750174,0.2300,TRUE,Galbanum Resinoid from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,10.00,
5GQ13590,PerfumersWorld,Galbanum Resinoid 50% in DEP from PerfumersWorld,galbanum resinoid,"9000-24-2|0.5
84-66-2|0.5",VERIFIED_MATCH,Ferula galbaniflua resin,9000-24-2,https://pubchem.ncbi.nlm.nih.gov/compound/131750174,1.2500,TRUE,Galbanum Resinoid from PerfumersWorld,Diethyl Phthalate (DEP) from PerfumersWorld,50.00,
5GQ07827,PerfumersWorld,Galbanum Resinoid 50% in DPG from PerfumersWorld,galbanum resinoid,"9000-24-2|0.5
25265-71-8|0.5",VERIFIED_MATCH,Ferula galbaniflua resin,9000-24-2,https://pubchem.ncbi.nlm.nih.gov/compound/131750174,1.2500,TRUE,Galbanum Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,50.00,
3GF19243,PerfumersWorld,Galbex183 from PerfumersWorld,galbex183,106-24-1,FIXED_FROM_AUDIT,,106-24-1,https://pubchem.ncbi.nlm.nih.gov/compound/637566,1.0000,FALSE,,,,
4DD01639,PerfumersWorld,Gamma Decalactone from PerfumersWorld,gamma decalactone,706-14-9,VERIFIED_MATCH,Gamma-Decalactone,706-14-9,https://pubchem.ncbi.nlm.nih.gov/compound/12813,0.1200,FALSE,,,,
5DD07874,PerfumersWorld,Gamma Decalactone 10% in DPG from PerfumersWorld,gamma decalactone,"706-14-9|0.1
25265-71-8|0.9",VERIFIED_MATCH,Gamma-Decalactone,706-14-9,https://pubchem.ncbi.nlm.nih.gov/compound/12813,0.1100,TRUE,Gamma Decalactone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
4DF00164,PerfumersWorld,Gamma Dodecalactone from PerfumersWorld,gamma dodecalactone,2305-05-7,VERIFIED_MATCH,Gamma-Dodecalactone,2305-05-7,https://pubchem.ncbi.nlm.nih.gov/compound/16821,0.8500,FALSE,,,,
4DD00331,PerfumersWorld,Gamma Octalactone from PerfumersWorld,gamma octalactone,104-50-7,VERIFIED_MATCH,gamma-Octalactone,104-50-7,https://pubchem.ncbi.nlm.nih.gov/compound/7704,0.4700,FALSE,,,,
5DV08651,PerfumersWorld,Gamma Octalactone 10% in DPG from PerfumersWorld,gamma octalactone,"104-50-7|0.1
25265-71-8|0.9",VERIFIED_MATCH,gamma-Octalactone,104-50-7,https://pubchem.ncbi.nlm.nih.gov/compound/7704,0.0800,TRUE,Gamma Octalactone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6ND18759,PerfumersWorld,GARDENIA F-TEC from PerfumersWorld,gardenia,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6ND09094,PerfumersWorld,Gardenia Fleuressence from PerfumersWorld,gardenia,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
5YW13682,PerfumersWorld,Geosmin 1% in DPG from PerfumersWorld,geosmin,"23333-91-7|0.01
25265-71-8|0.99",VERIFIED_MATCH,"Octahydro-4,8a-dimethyl-4a(2H)-naphthol",23333-91-7,https://pubchem.ncbi.nlm.nih.gov/compound/1213,1.3900,TRUE,Geosmin from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,1.00,
5YW18061,PerfumersWorld,Geosmin 1% in TEC from PerfumersWorld,geosmin,"23333-91-7|0.01
77-93-0|0.99",VERIFIED_MATCH,"Octahydro-4,8a-dimethyl-4a(2H)-naphthol",23333-91-7,https://pubchem.ncbi.nlm.nih.gov/compound/1213,1.4200,TRUE,Geosmin from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,1.00,
3RL00204,PerfumersWorld,Geraniol from PerfumersWorld,geraniol,106-24-1,VERIFIED_MATCH,Geraniol,106-24-1,https://pubchem.ncbi.nlm.nih.gov/compound/637566,0.1200,FALSE,,,,
7RB00930,PerfumersWorld,Geranium Bourbon Essential Oil from PerfumersWorld,geranium bourbon essential oil,8000-46-2,NATURAL_MIXTURE,,8000-46-2,,1.3800,FALSE,,,,
7RB00205,PerfumersWorld,Geranium Essential Oil from PerfumersWorld,geranium essential oil,8000-46-2,NATURAL_MIXTURE,,8000-46-2,,0.6200,FALSE,,,,
6RB18440,PerfumersWorld,GERANIUM F-TEC from PerfumersWorld,geranium,Mixture (Perfume Base),FIXED_FROM_AUDIT,Rhodinol,6812-78-8,https://pubchem.ncbi.nlm.nih.gov/compound/81263,0.3000,FALSE,,,,
6RB07924,PerfumersWorld,Geranium Fleuressence from PerfumersWorld,geranium,Mixture (Perfume Base),FIXED_FROM_AUDIT,Rhodinol,6812-78-8,https://pubchem.ncbi.nlm.nih.gov/compound/81263,0.2800,FALSE,,,,
7RB00837,PerfumersWorld,Geranium Oil Egypt from PerfumersWorld,geranium oil egypt,8000-46-2,NATURAL_MIXTURE,,8000-46-2,,0.5000,FALSE,,,,
3RL00206,PerfumersWorld,Geranyl Acetate from PerfumersWorld,geranyl acetate,105-87-3,VERIFIED_MATCH,Geranyl Acetate,105-87-3,https://pubchem.ncbi.nlm.nih.gov/compound/1549026,0.2000,FALSE,,,,
4RD00207,PerfumersWorld,Geranyl Butyrate from PerfumersWorld,geranyl butyrate,106-29-6,VERIFIED_MATCH,Geranyl butyrate,106-29-6,https://pubchem.ncbi.nlm.nih.gov/compound/5355856,0.8100,FALSE,,,,
4RW00208,PerfumersWorld,Geranyl Formate from PerfumersWorld,geranyl formate,105-86-2,VERIFIED_MATCH,Geranyl formate,105-86-2,https://pubchem.ncbi.nlm.nih.gov/compound/5282109,0.3000,FALSE,,,,
3RP04262,PerfumersWorld,Geranyl Phenylacetate from PerfumersWorld,geranyl phenylacetate,102-22-7,VERIFIED_MATCH,Geranyl phenylacetate,102-22-7,https://pubchem.ncbi.nlm.nih.gov/compound/5366044,1.9000,FALSE,,,,
7SC00209,PerfumersWorld,Ginger Essential Oil from PerfumersWorld,ginger essential oil,84696-15-1,NATURAL_MIXTURE,,84696-15-1,,0.6000,FALSE,,,,
6SC18559,PerfumersWorld,GINGER F-TEC from PerfumersWorld,ginger,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6SC12414,PerfumersWorld,Ginger Fleuressence from PerfumersWorld,ginger,Mixture (Perfume Base),VERIFIED,,,,0.3000,FALSE,,,,
4RF06840,PerfumersWorld,Givescone from PerfumersWorld,givescone,57934-97-1,VERIFIED_MATCH,"Ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate",57934-97-1,https://pubchem.ncbi.nlm.nih.gov/compound/93847,1.5700,FALSE,,,,
3MW11714,PerfumersWorld,Glycolierral from PerfumersWorld,glycolierral,68901-32-6,VERIFIED_MATCH,"1,3-Dioxolane, 2-[6-methyl-8-(1-methylethyl)bicyclo[2.2.2]oct-5-en-2-yl]-",68901-32-6,https://pubchem.ncbi.nlm.nih.gov/compound/111418,0.5900,FALSE,,,,
6VF18896,PerfumersWorld,GOURMANDE F-TEC from PerfumersWorld,gourmande,Mixture (Perfume Base),VERIFIED,,,,0.1600,FALSE,,,,
6VF12416,PerfumersWorld,Gourmande Fleuressence from PerfumersWorld,gourmande,Mixture (Perfume Base),VERIFIED,,,,0.2200,FALSE,,,,
6FN18883,PerfumersWorld,GRAPE F-TEC from PerfumersWorld,grape,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6FN09097,PerfumersWorld,Grape Fleuressence from PerfumersWorld,grape,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
6CA18126,PerfumersWorld,GRAPEFRUIT F-TEC from PerfumersWorld,grapefruit,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
7CA24030,PerfumersWorld,Grapefruit FCF oil Sicilian from PerfumersWorld,grapefruit fcf oil sicilian,68917-32-8,NATURAL_MIXTURE,,68917-32-8,,0.1800,FALSE,,,,
6CN12394,PerfumersWorld,Grapefruit Fleuressence from PerfumersWorld,grapefruit,Mixture (Perfume Base),VERIFIED,,,,0.2500,FALSE,,,,
7CN00210,PerfumersWorld,Grapefruit Pink Essential Oil from PerfumersWorld,grapefruit pink essential oil,8016-20-4,NATURAL_MIXTURE,,8016-20-4,,0.3900,FALSE,,,,
7CA00868,PerfumersWorld,Grapefruit White Essential Oil from PerfumersWorld,grapefruit white essential oil,8016-20-4,NATURAL_MIXTURE,,8016-20-4,,0.6800,FALSE,,,,
7CA24033,PerfumersWorld,Grapefruit White oil Sicilian from PerfumersWorld,grapefruit white oil sicilian,8016-20-4,NATURAL_MIXTURE,,8016-20-4,,0.2000,FALSE,,,,
6AG18116,PerfumersWorld,GREEN ALDEHYDE F-TEC from PerfumersWorld,green aldehyde,Mixture (Perfume Base),VERIFIED,,,,0.1600,FALSE,,,,
6AG09015,PerfumersWorld,Green Aldehyde Fleuressence from PerfumersWorld,green aldehyde,Mixture (Perfume Base),VERIFIED,,,,0.2400,FALSE,,,,
8KG23405,PerfumersWorld,Green pine absolute from PerfumersWorld,green pine absolute,8000-26-8,NATURAL_MIXTURE,,8000-26-8,,2.2000,FALSE,,,,
5KG23683,PerfumersWorld,Green Pine Absolute 10% in DPG from PerfumersWorld,green pine absolute,"8000-26-8|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8000-26-8,,0.2500,TRUE,Green Pine Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6KG18320,PerfumersWorld,GREEN PINE F-TEC from PerfumersWorld,green pine,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
6KG08506,PerfumersWorld,Green Pine Fleuressence from PerfumersWorld,green pine,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
6EG18166,PerfumersWorld,GREEN TEA F-TEC from PerfumersWorld,green tea,Mixture (Perfume Base),VERIFIED,,,,0.2500,FALSE,,,,
6EG12402,PerfumersWorld,Green Tea Fleuressence from PerfumersWorld,green tea,Mixture (Perfume Base),VERIFIED,,,,0.2500,FALSE,,,,
9PT00213,PerfumersWorld,Guaiacol from PerfumersWorld,guaiacol,90-05-1,VERIFIED_MATCH,Guaiacol,90-05-1,https://pubchem.ncbi.nlm.nih.gov/compound/460,0.1900,FALSE,,,,
5PT18969,PerfumersWorld,Guaiacol 1% in TEC from PerfumersWorld,guaiacol,"90-05-1|0.01
77-93-0|0.99",VERIFIED_MATCH,Guaiacol,90-05-1,https://pubchem.ncbi.nlm.nih.gov/compound/460,0.0500,TRUE,Guaiacol from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,1.00,
5PT07645,PerfumersWorld,Guaiacol 10% in DPG from PerfumersWorld,guaiacol,"90-05-1|0.1
25265-71-8|0.9",VERIFIED_MATCH,Guaiacol,90-05-1,https://pubchem.ncbi.nlm.nih.gov/compound/460,0.1000,TRUE,Guaiacol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3RW04286,PerfumersWorld,Guaiyl Acetate from PerfumersWorld,guaiyl acetate,134-28-1,VERIFIED_MATCH,Guaiyl acetate,134-28-1,https://pubchem.ncbi.nlm.nih.gov/compound/240122,0.9500,FALSE,,,,
7WS13096,PerfumersWorld,Guava Leaf Essential Oil from PerfumersWorld,guava leaf essential oil,91770-12-6,NATURAL_MIXTURE,,91770-12-6,,1.4500,FALSE,,,,
6HL18013,PerfumersWorld,H-HERB F-TEC from PerfumersWorld,h-herb,Mixture (Perfume Base),VERIFIED,,,,0.2600,FALSE,,,,
6HL11969,PerfumersWorld,H-Herb Fleuressence from PerfumersWorld,h-herb,Mixture (Perfume Base),VERIFIED,,,,0.2900,FALSE,,,,
3XA09821,PerfumersWorld,Habanolide from PerfumersWorld,habanolide,111879-80-2,VERIFIED,"Oxacyclohexadecen-2-one, (12E)-",111879-80-2,https://pubchem.ncbi.nlm.nih.gov/compound/9856149,0.4500,FALSE,,,,
8NY00523,PerfumersWorld,Hay Absolute from PerfumersWorld,hay absolute,8031-00-3,NATURAL_MIXTURE,,8031-00-3,,4.4000,FALSE,,,,
5NY12745,PerfumersWorld,Hay Absolute 10% in DPG from PerfumersWorld,hay absolute,"8031-00-3|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8031-00-3,,0.4100,TRUE,Hay Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3JJ00218,PerfumersWorld,Hedione from PerfumersWorld,hedione,24851-98-7,VERIFIED_MATCH,Hedione,24851-98-7,https://pubchem.ncbi.nlm.nih.gov/compound/102861,0.1500,FALSE,,,,
4JJ10013,PerfumersWorld,Hedione High Cis from PerfumersWorld,hedione high cis,24851-98-7,VERIFIED_MATCH,Hedione,24851-98-7,https://pubchem.ncbi.nlm.nih.gov/compound/102861,1.0000,FALSE,,,,
5JJ21775,PerfumersWorld,Hedione High Cis 10% in TEC from PerfumersWorld,hedione high cis,"24851-98-7|0.1
77-93-0|0.9",FORMATTING_FIX,,24851-98-7,,0.1300,TRUE,Hedione High Cis from PerfumersWorld,Triethyl Citrate (TEC) from PerfumersWorld,10.00,
3GM00219,PerfumersWorld,Helional from PerfumersWorld,helional,1205-17-0,VERIFIED_MATCH,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal",1205-17-0,https://pubchem.ncbi.nlm.nih.gov/compound/64805,0.2900,FALSE,,,,
6VN21924,PerfumersWorld,HELIOTROPAL from PerfumersWorld,heliotropal,Mixture (Perfume Base),VERIFIED,,,,0.3900,FALSE,,,,
6VN21659,PerfumersWorld,Heliotrope Base - Heliotropin Replacement from PerfumersWorld,heliotrope  - heliotropin replacement,Mixture (Perfume Base),VERIFIED,,,,0.5000,FALSE,,,,
6VN18501,PerfumersWorld,HELIOTROPE F-TEC from PerfumersWorld,heliotrope,Mixture (Perfume Base),VERIFIED,,,,0.2500,FALSE,,,,
6VN09081,PerfumersWorld,Heliotrope Fleuressence from PerfumersWorld,heliotrope,Mixture (Perfume Base),VERIFIED,Piperonal,,https://pubchem.ncbi.nlm.nih.gov/compound/8438,0.2000,FALSE,,,,
3XD17215,PerfumersWorld,Helvetolide from PerfumersWorld,helvetolide,141773-73-1,VERIFIED_MATCH,"1-Propanol, 2-(1-(3,3-dimethylcyclohexyl)ethoxy)-2-methyl-, 1-propanoate",141773-73-1,https://pubchem.ncbi.nlm.nih.gov/compound/16063567,1.9000,FALSE,,,,
2QZ00223,PerfumersWorld,Hercolyn D from PerfumersWorld,hercolyn d,8050-15-5,DATA_GAP_MANUAL_CHECK,,8050-15-5,,0.1000,FALSE,,,,
4DH02050,PerfumersWorld,Hexanlactone-gamma from PerfumersWorld,hexanlactone-gamma,695-06-7,VERIFIED_MATCH,gamma-Hexalactone,695-06-7,https://pubchem.ncbi.nlm.nih.gov/compound/12756,0.7200,FALSE,,,,
4FG13385,PerfumersWorld,Hexanoic Acid from PerfumersWorld,hexanoic acid,142-62-1,VERIFIED_MATCH,Hexanoic Acid,142-62-1,https://pubchem.ncbi.nlm.nih.gov/compound/8892,0.1000,FALSE,,,,
4FG04398,PerfumersWorld,Hexanol from PerfumersWorld,hexanol,111-27-3,VERIFIED_MATCH,1-Hexanol,111-27-3,https://pubchem.ncbi.nlm.nih.gov/compound/8103,0.2000,FALSE,,,,
4FG01284,PerfumersWorld,Hexyl Acetate from PerfumersWorld,hexyl acetate,142-92-7,VERIFIED_MATCH,Hexyl acetate,142-92-7,https://pubchem.ncbi.nlm.nih.gov/compound/8908,0.1200,FALSE,,,,
3JJ00217,PerfumersWorld,Hexyl Cinnamic Aldehyde (HCA) from PerfumersWorld,hexyl cinnamic aldehyde,101-86-0,FIXED_FROM_AUDIT,,101-86-0,https://pubchem.ncbi.nlm.nih.gov/compound/1550884,0.1000,FALSE,,,,
3OG00230,PerfumersWorld,Hexyl Salicylate from PerfumersWorld,hexyl salicylate,6259-76-3,VERIFIED_MATCH,Hexyl Salicylate,6259-76-3,https://pubchem.ncbi.nlm.nih.gov/compound/22629,0.0900,FALSE,,,,
4WX24656,PerfumersWorld,Hindinol from PerfumersWorld,hindinol,28219-60-5,VERIFIED,,28219-60-5,,0.3900,FALSE,,,,
7LB07762,PerfumersWorld,Ho Essential Oil from PerfumersWorld,ho essential oil,8022-91-1,NATURAL_MIXTURE,,8022-91-1,,0.2900,FALSE,,,,
7HS08359,PerfumersWorld,Holy Basil Essential Oil from PerfumersWorld,holy basil essential oil,91845-35-1,NATURAL_MIXTURE,,91845-35-1,,0.8400,FALSE,,,,
6PF18597,PerfumersWorld,HONEY F-TEC from PerfumersWorld,honey,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6PF08147,PerfumersWorld,Honey Fleuressence from PerfumersWorld,honey,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
4GN00231,PerfumersWorld,Hyacinth Body from PerfumersWorld,hyacinth body,Mixture,VERIFIED_MATCH,"Benzene, (2-(1-ethoxyethoxy)ethyl)-",,https://pubchem.ncbi.nlm.nih.gov/compound/102849,0.6000,FALSE,,,,
5GN08474,PerfumersWorld,Hyacinth Body 10% in DPG from PerfumersWorld,hyacinth body,"2556-10-7|0.1
25265-71-8|0.9",VERIFIED_MATCH,"Benzene, (2-(1-ethoxyethoxy)ethyl)-",2556-10-7,https://pubchem.ncbi.nlm.nih.gov/compound/102849,0.1100,TRUE,Hyacinth Body from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6GN18227,PerfumersWorld,HYACINTH F-TEC from PerfumersWorld,hyacinth,Mixture (Perfume Base),FIXED_FROM_AUDIT,"Silicic acid, zirconium(4+) salt",1344-21-4,https://pubchem.ncbi.nlm.nih.gov/compound/61775,0.2500,FALSE,,,,
6GN09131,PerfumersWorld,Hyacinth Fleuressence from PerfumersWorld,hyacinth,Mixture (Perfume Base),FIXED_FROM_AUDIT,"Silicic acid, zirconium(4+) salt",1344-21-4,https://pubchem.ncbi.nlm.nih.gov/compound/61775,0.2200,FALSE,,,,
4GM00232,PerfumersWorld,Hydratropic Aldehyde from PerfumersWorld,hydratropic aldehyde,93-53-8,VERIFIED_MATCH,2-Phenylpropanal,93-53-8,https://pubchem.ncbi.nlm.nih.gov/compound/7146,0.3000,FALSE,,,,
3MC00233,PerfumersWorld,Hydroxycitronellal from PerfumersWorld,hydroxycitronellal,107-75-5,VERIFIED_MATCH,Hydroxycitronellal,107-75-5,https://pubchem.ncbi.nlm.nih.gov/compound/7888,0.2300,FALSE,,,,
7HS00870,PerfumersWorld,Hyssop Essential Oil from PerfumersWorld,hyssop essential oil,8006-83-5,NATURAL_MIXTURE,,8006-83-5,,1.7700,FALSE,,,,
6IA18014,PerfumersWorld,I-IRIS F-TEC from PerfumersWorld,i-iris,Mixture (Perfume Base),VERIFIED,,,,0.1800,FALSE,,,,
6IA09182,PerfumersWorld,I-Iris Fleuressence from PerfumersWorld,i-iris,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
8NY23449,PerfumersWorld,Immortelle Absolute from PerfumersWorld,immortelle absolute,8023-95-8,NATURAL_MIXTURE,,8023-95-8,,4.8000,FALSE,,,,
5NY23688,PerfumersWorld,Immortelle Absolute 10% in DPG from PerfumersWorld,immortelle absolute,"8023-95-8|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8023-95-8,,0.5200,TRUE,Immortelle Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3WX10767,PerfumersWorld,Indisan from PerfumersWorld,indisan,80748-58-9,VERIFIED_MATCH,"Cyclohexanol, (2,2,3-trimethylnorbornanyl)-(mixed isomers)",80748-58-9,https://pubchem.ncbi.nlm.nih.gov/compound/17824126,0.1200,FALSE,,,,
6UN22430,PerfumersWorld,Indocolore from PerfumersWorld,indocolore,Mixture (Perfume Base),VERIFIED,1-Phenylethenyl acetate,,https://pubchem.ncbi.nlm.nih.gov/compound/75153,1.6000,FALSE,,,,
6UN22737,PerfumersWorld,Indofleur ND from PerfumersWorld,indofleur nd,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
9UN00235,PerfumersWorld,Indole from PerfumersWorld,indole,120-72-9,VERIFIED_MATCH,Indole,120-72-9,https://pubchem.ncbi.nlm.nih.gov/compound/798,0.3600,FALSE,,,,
5UN07558,PerfumersWorld,Indole 10% in DPG from PerfumersWorld,indole,"120-72-9|0.1
25265-71-8|0.9",VERIFIED_MATCH,Indole,120-72-9,https://pubchem.ncbi.nlm.nih.gov/compound/798,0.1000,TRUE,Indole from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
4NU04558,PerfumersWorld,Indolene from PerfumersWorld,indolene,68527-79-7,VERIFIED_MATCH,"7-Octen-2-ol, 8-(1H-indol-1-yl)-2,6-dimethyl-",68527-79-7,https://pubchem.ncbi.nlm.nih.gov/compound/3033452,0.5200,FALSE,,,,
5NU07552,PerfumersWorld,Indolene 10% in DPG from PerfumersWorld,indolene,"68527-79-7|0.1
25265-71-8|0.9",VERIFIED_MATCH,"7-Octen-2-ol, 8-(1H-indol-1-yl)-2,6-dimethyl-",68527-79-7,https://pubchem.ncbi.nlm.nih.gov/compound/3033452,0.0800,TRUE,Indolene from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6NU23529,PerfumersWorld,Indolene ND Replacer from PerfumersWorld,indolene nd,Mixture (Perfume Base),VERIFIED,,,,0.1300,FALSE,,,,
6IF08388,PerfumersWorld,Ionone Fruity Fleuressence from PerfumersWorld,ionone fruity,Mixture (Perfume Base),VERIFIED,,,,0.2100,FALSE,,,,
3IA06874,PerfumersWorld,Irotyl from PerfumersWorld,irotyl,2983-37-1,FIXED_FROM_AUDIT,,2983-37-1,https://pubchem.ncbi.nlm.nih.gov/compound/102916,0.6000,FALSE,,,,
3WY00244,PerfumersWorld,Iso E Super from PerfumersWorld,iso e super,54464-57-2,FIXED_FROM_AUDIT,"1-(2,3,8,8-Tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-YL)ethanone, trans-(A+-)-",144651-56-9,https://pubchem.ncbi.nlm.nih.gov/compound/1808124,0.1200,FALSE,,,,
9FD00245,PerfumersWorld,Isoamyl Acetate from PerfumersWorld,isoamyl acetate,123-92-2,VERIFIED_MATCH,Isoamyl Acetate,123-92-2,https://pubchem.ncbi.nlm.nih.gov/compound/31276,0.1000,FALSE,,,,
3FD00246,PerfumersWorld,Isoamyl Butyrate from PerfumersWorld,isoamyl butyrate,106-27-4,VERIFIED_MATCH,Isoamyl butyrate,106-27-4,https://pubchem.ncbi.nlm.nih.gov/compound/7795,0.0900,FALSE,,,,
3KH00065,PerfumersWorld,Isobornyl Acetate from PerfumersWorld,isobornyl acetate,125-12-2,FIXED_FROM_AUDIT,,125-12-2,https://pubchem.ncbi.nlm.nih.gov/compound/637531,0.1200,FALSE,,,,
